v4_0,mmm-yy,Time,uk-only,Geography,sic-unofficial,UnofficialStandardIndustrialClassification
11.6072,Nov-99,Nov-99,K02000001,United Kingdom,J,J : Information and communication
81.2398,Nov-99,Nov-99,K02000001,United Kingdom,K,K : Financial and insurance activities
65.0114,Nov-99,Nov-99,K02000001,United Kingdom,L,L : Real estate activities
140.5645,Nov-99,Nov-99,K02000001,United Kingdom,T,T : Activities of Households as employers
80.5519,Nov-99,Nov-99,K02000001,United Kingdom,O,O : Public administration and defence
24.9138,Nov-99,Nov-99,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
62.4873,Nov-99,Nov-99,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
51.6594,Nov-99,Nov-99,K02000001,United Kingdom,N,N : Administrative and support service activities
62.8361,Nov-99,Nov-99,K02000001,United Kingdom,G--T,G-T : Index of Services
90.4408,Nov-99,Nov-99,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
49.0958,Nov-99,Nov-99,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
69.811,Nov-99,Nov-99,K02000001,United Kingdom,Q,Q : Human health and social work activities
101.5973,Nov-99,Nov-99,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
281.6262,Nov-99,Nov-99,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
66.1657,Oct-99,Oct-99,K02000001,United Kingdom,C,C : Manufacturing
290.6289,Oct-99,Oct-99,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
95.2572,Oct-99,Oct-99,K02000001,United Kingdom,B--E,B-E : Production Industries
100.0502,Oct-99,Oct-99,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
531.9449,Oct-99,Oct-99,K02000001,United Kingdom,B,B : Mining and quarrying
93.7479,Oct-99,Oct-99,K02000001,United Kingdom,F,F : Construction
67.9624,Oct-99,Oct-99,K02000001,United Kingdom,A--T,A-T : Monthly GDP
67.3715,Oct-99,Oct-99,K02000001,United Kingdom,A,A : Agriculture
83.8492,Oct-99,Oct-99,K02000001,United Kingdom,I,I : Accommodation and food service activities
90.2963,Oct-99,Oct-99,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
81.2031,Oct-99,Oct-99,K02000001,United Kingdom,O--T,O-T : Government and Other Services
85.5752,Oct-99,Oct-99,K02000001,United Kingdom,H,H : Transportation and storage
137.8808,Oct-99,Oct-99,K02000001,United Kingdom,T,T : Activities of Households as employers
11.3371,Oct-99,Oct-99,K02000001,United Kingdom,J,J : Information and communication
51.092,Oct-99,Oct-99,K02000001,United Kingdom,N,N : Administrative and support service activities
88.933,Oct-99,Oct-99,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
48.464,Oct-99,Oct-99,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
99.3259,Oct-99,Oct-99,K02000001,United Kingdom,P,P : Education
80.8088,Oct-99,Oct-99,K02000001,United Kingdom,K,K : Financial and insurance activities
80.7151,Oct-99,Oct-99,K02000001,United Kingdom,O,O : Public administration and defence
84.9668,Oct-99,Oct-99,K02000001,United Kingdom,S,S : Other Service Activities
62.1704,Oct-99,Oct-99,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
69.9524,Oct-99,Oct-99,K02000001,United Kingdom,Q,Q : Human health and social work activities
62.4339,Oct-99,Oct-99,K02000001,United Kingdom,G--T,G-T : Index of Services
24.7028,Oct-99,Oct-99,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
75.3811,Oct-99,Oct-99,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
64.9987,Oct-99,Oct-99,K02000001,United Kingdom,L,L : Real estate activities
66.4755,Sep-99,Sep-99,K02000001,United Kingdom,C,C : Manufacturing
98.6154,Sep-99,Sep-99,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
279.4231,Sep-99,Sep-99,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
66.9808,Sep-99,Sep-99,K02000001,United Kingdom,A,A : Agriculture
67.386,Sep-99,Sep-99,K02000001,United Kingdom,A--T,A-T : Monthly GDP
94.0137,Sep-99,Sep-99,K02000001,United Kingdom,F,F : Construction
61.702,Sep-99,Sep-99,K02000001,United Kingdom,G--T,G-T : Index of Services
87.3541,Sep-99,Sep-99,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
82.678,Sep-99,Sep-99,K02000001,United Kingdom,I,I : Accommodation and food service activities
98.9786,Sep-99,Sep-99,K02000001,United Kingdom,P,P : Education
80.9327,Sep-99,Sep-99,K02000001,United Kingdom,O,O : Public administration and defence
133.3218,Sep-99,Sep-99,K02000001,United Kingdom,T,T : Activities of Households as employers
61.0654,Sep-99,Sep-99,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
81.0197,Sep-99,Sep-99,K02000001,United Kingdom,O--T,O-T : Government and Other Services
11.2887,Sep-99,Sep-99,K02000001,United Kingdom,J,J : Information and communication
49.6978,Sep-99,Sep-99,K02000001,United Kingdom,N,N : Administrative and support service activities
24.6715,Sep-99,Sep-99,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
88.6191,Sep-99,Sep-99,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
84.2031,Sep-99,Sep-99,K02000001,United Kingdom,S,S : Other Service Activities
78.2191,Sep-99,Sep-99,K02000001,United Kingdom,K,K : Financial and insurance activities
46.4396,Sep-99,Sep-99,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
74.1838,Sep-99,Sep-99,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
85.9658,Sep-99,Sep-99,K02000001,United Kingdom,H,H : Transportation and storage
65.087,Sep-99,Sep-99,K02000001,United Kingdom,L,L : Real estate activities
69.9404,Sep-99,Sep-99,K02000001,United Kingdom,Q,Q : Human health and social work activities
531.2319,Sep-99,Sep-99,K02000001,United Kingdom,B,B : Mining and quarrying
95.25,Sep-99,Sep-99,K02000001,United Kingdom,B--E,B-E : Production Industries
538.4684,Aug-99,Aug-99,K02000001,United Kingdom,B,B : Mining and quarrying
65.6235,Aug-99,Aug-99,K02000001,United Kingdom,C,C : Manufacturing
94.1228,Aug-99,Aug-99,K02000001,United Kingdom,F,F : Construction
67.0456,Aug-99,Aug-99,K02000001,United Kingdom,A--T,A-T : Monthly GDP
66.4954,Aug-99,Aug-99,K02000001,United Kingdom,A,A : Agriculture
76.2332,Aug-99,Aug-99,K02000001,United Kingdom,K,K : Financial and insurance activities
81.3727,Aug-99,Aug-99,K02000001,United Kingdom,O--T,O-T : Government and Other Services
87.1753,Aug-99,Aug-99,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
82.9904,Aug-99,Aug-99,K02000001,United Kingdom,I,I : Accommodation and food service activities
126.2986,Aug-99,Aug-99,K02000001,United Kingdom,T,T : Activities of Households as employers
60.6616,Aug-99,Aug-99,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
86.9422,Aug-99,Aug-99,K02000001,United Kingdom,H,H : Transportation and storage
98.7104,Aug-99,Aug-99,K02000001,United Kingdom,P,P : Education
89.6143,Aug-99,Aug-99,K02000001,United Kingdom,S,S : Other Service Activities
64.798,Aug-99,Aug-99,K02000001,United Kingdom,L,L : Real estate activities
74.8285,Aug-99,Aug-99,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
81.1397,Aug-99,Aug-99,K02000001,United Kingdom,O,O : Public administration and defence
61.3874,Aug-99,Aug-99,K02000001,United Kingdom,G--T,G-T : Index of Services
24.5264,Aug-99,Aug-99,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
11.09,Aug-99,Aug-99,K02000001,United Kingdom,J,J : Information and communication
50.3436,Aug-99,Aug-99,K02000001,United Kingdom,N,N : Administrative and support service activities
69.8524,Aug-99,Aug-99,K02000001,United Kingdom,Q,Q : Human health and social work activities
46.3415,Aug-99,Aug-99,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
86.2406,Aug-99,Aug-99,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
94.646,Aug-99,Aug-99,K02000001,United Kingdom,B--E,B-E : Production Industries
97.4799,Aug-99,Aug-99,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
293.376,Aug-99,Aug-99,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
287.1376,Jul-99,Jul-99,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
65.3312,Jul-99,Jul-99,K02000001,United Kingdom,C,C : Manufacturing
98.4512,Jul-99,Jul-99,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
94.2031,Jul-99,Jul-99,K02000001,United Kingdom,B--E,B-E : Production Industries
538.2931,Jul-99,Jul-99,K02000001,United Kingdom,B,B : Mining and quarrying
66.8273,Jul-99,Jul-99,K02000001,United Kingdom,A--T,A-T : Monthly GDP
65.8424,Jul-99,Jul-99,K02000001,United Kingdom,A,A : Agriculture
93.6123,Jul-99,Jul-99,K02000001,United Kingdom,F,F : Construction
98.4726,Jul-99,Jul-99,K02000001,United Kingdom,P,P : Education
88.0358,Jul-99,Jul-99,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
86.9148,Jul-99,Jul-99,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
24.3083,Jul-99,Jul-99,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
46.0054,Jul-99,Jul-99,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
81.3673,Jul-99,Jul-99,K02000001,United Kingdom,O--T,O-T : Government and Other Services
82.8601,Jul-99,Jul-99,K02000001,United Kingdom,I,I : Accommodation and food service activities
64.3802,Jul-99,Jul-99,K02000001,United Kingdom,L,L : Real estate activities
81.2468,Jul-99,Jul-99,K02000001,United Kingdom,O,O : Public administration and defence
69.5885,Jul-99,Jul-99,K02000001,United Kingdom,Q,Q : Human health and social work activities
90.7748,Jul-99,Jul-99,K02000001,United Kingdom,S,S : Other Service Activities
61.2288,Jul-99,Jul-99,K02000001,United Kingdom,G--T,G-T : Index of Services
75.6615,Jul-99,Jul-99,K02000001,United Kingdom,K,K : Financial and insurance activities
60.2602,Jul-99,Jul-99,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
87.4414,Jul-99,Jul-99,K02000001,United Kingdom,H,H : Transportation and storage
10.8782,Jul-99,Jul-99,K02000001,United Kingdom,J,J : Information and communication
50.1139,Jul-99,Jul-99,K02000001,United Kingdom,N,N : Administrative and support service activities
75.4291,Jul-99,Jul-99,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
124.1348,Jul-99,Jul-99,K02000001,United Kingdom,T,T : Activities of Households as employers
93.1769,Jun-99,Jun-99,K02000001,United Kingdom,B--E,B-E : Production Industries
97.3499,Jun-99,Jun-99,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
517.8311,Jun-99,Jun-99,K02000001,United Kingdom,B,B : Mining and quarrying
65.3229,Jun-99,Jun-99,K02000001,United Kingdom,A,A : Agriculture
66.2049,Jun-99,Jun-99,K02000001,United Kingdom,A--T,A-T : Monthly GDP
92.9746,Jun-99,Jun-99,K02000001,United Kingdom,F,F : Construction
75.3814,Jun-99,Jun-99,K02000001,United Kingdom,K,K : Financial and insurance activities
45.4061,Jun-99,Jun-99,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
98.0869,Jun-99,Jun-99,K02000001,United Kingdom,P,P : Education
76.0454,Jun-99,Jun-99,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
87.605,Jun-99,Jun-99,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
81.3791,Jun-99,Jun-99,K02000001,United Kingdom,O--T,O-T : Government and Other Services
59.6539,Jun-99,Jun-99,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
49.6008,Jun-99,Jun-99,K02000001,United Kingdom,N,N : Administrative and support service activities
129.3244,Jun-99,Jun-99,K02000001,United Kingdom,T,T : Activities of Households as employers
23.6977,Jun-99,Jun-99,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
10.495,Jun-99,Jun-99,K02000001,United Kingdom,J,J : Information and communication
60.6735,Jun-99,Jun-99,K02000001,United Kingdom,G--T,G-T : Index of Services
86.4032,Jun-99,Jun-99,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
86.4835,Jun-99,Jun-99,K02000001,United Kingdom,H,H : Transportation and storage
81.9913,Jun-99,Jun-99,K02000001,United Kingdom,I,I : Accommodation and food service activities
92.0197,Jun-99,Jun-99,K02000001,United Kingdom,S,S : Other Service Activities
63.6258,Jun-99,Jun-99,K02000001,United Kingdom,L,L : Real estate activities
81.22,Jun-99,Jun-99,K02000001,United Kingdom,O,O : Public administration and defence
69.4339,Jun-99,Jun-99,K02000001,United Kingdom,Q,Q : Human health and social work activities
289.913,Jun-99,Jun-99,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
64.6517,Jun-99,Jun-99,K02000001,United Kingdom,C,C : Manufacturing
528.8149,May-99,May-99,K02000001,United Kingdom,B,B : Mining and quarrying
282.4478,May-99,May-99,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
64.9099,May-99,May-99,K02000001,United Kingdom,C,C : Manufacturing
92.203,May-99,May-99,K02000001,United Kingdom,F,F : Construction
64.9477,May-99,May-99,K02000001,United Kingdom,A,A : Agriculture
66.0413,May-99,May-99,K02000001,United Kingdom,A--T,A-T : Monthly GDP
23.5088,May-99,May-99,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
75.8005,May-99,May-99,K02000001,United Kingdom,K,K : Financial and insurance activities
50.1841,May-99,May-99,K02000001,United Kingdom,N,N : Administrative and support service activities
97.7123,May-99,May-99,K02000001,United Kingdom,P,P : Education
59.8837,May-99,May-99,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
81.0606,May-99,May-99,K02000001,United Kingdom,O,O : Public administration and defence
91.7272,May-99,May-99,K02000001,United Kingdom,S,S : Other Service Activities
82.3127,May-99,May-99,K02000001,United Kingdom,I,I : Accommodation and food service activities
10.2013,May-99,May-99,K02000001,United Kingdom,J,J : Information and communication
129.1479,May-99,May-99,K02000001,United Kingdom,T,T : Activities of Households as employers
69.3995,May-99,May-99,K02000001,United Kingdom,Q,Q : Human health and social work activities
60.4609,May-99,May-99,K02000001,United Kingdom,G--T,G-T : Index of Services
88.1683,May-99,May-99,K02000001,United Kingdom,H,H : Transportation and storage
63.137,May-99,May-99,K02000001,United Kingdom,L,L : Real estate activities
81.2166,May-99,May-99,K02000001,United Kingdom,O--T,O-T : Government and Other Services
76.055,May-99,May-99,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
84.8712,May-99,May-99,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
85.6436,May-99,May-99,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
46.6081,May-99,May-99,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
97.9571,May-99,May-99,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
93.4482,May-99,May-99,K02000001,United Kingdom,B--E,B-E : Production Industries
92.594,Apr-99,Apr-99,K02000001,United Kingdom,B--E,B-E : Production Industries
97.8261,Apr-99,Apr-99,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
534.4081,Apr-99,Apr-99,K02000001,United Kingdom,B,B : Mining and quarrying
64.9191,Apr-99,Apr-99,K02000001,United Kingdom,A,A : Agriculture
91.8615,Apr-99,Apr-99,K02000001,United Kingdom,F,F : Construction
65.4749,Apr-99,Apr-99,K02000001,United Kingdom,A--T,A-T : Monthly GDP
80.9091,Apr-99,Apr-99,K02000001,United Kingdom,O,O : Public administration and defence
63.0538,Apr-99,Apr-99,K02000001,United Kingdom,L,L : Real estate activities
69.7125,Apr-99,Apr-99,K02000001,United Kingdom,Q,Q : Human health and social work activities
86.7587,Apr-99,Apr-99,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
50.0859,Apr-99,Apr-99,K02000001,United Kingdom,N,N : Administrative and support service activities
75.5961,Apr-99,Apr-99,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
125.4147,Apr-99,Apr-99,K02000001,United Kingdom,T,T : Activities of Households as employers
22.8495,Apr-99,Apr-99,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
43.7806,Apr-99,Apr-99,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
85.6667,Apr-99,Apr-99,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
83.5488,Apr-99,Apr-99,K02000001,United Kingdom,H,H : Transportation and storage
81.725,Apr-99,Apr-99,K02000001,United Kingdom,I,I : Accommodation and food service activities
74.9769,Apr-99,Apr-99,K02000001,United Kingdom,K,K : Financial and insurance activities
97.5523,Apr-99,Apr-99,K02000001,United Kingdom,P,P : Education
90.0527,Apr-99,Apr-99,K02000001,United Kingdom,S,S : Other Service Activities
59.9229,Apr-99,Apr-99,K02000001,United Kingdom,G--T,G-T : Index of Services
58.9997,Apr-99,Apr-99,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
81.0748,Apr-99,Apr-99,K02000001,United Kingdom,O--T,O-T : Government and Other Services
10.1022,Apr-99,Apr-99,K02000001,United Kingdom,J,J : Information and communication
64.1698,Apr-99,Apr-99,K02000001,United Kingdom,C,C : Manufacturing
279.8142,Apr-99,Apr-99,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
64.5784,Mar-99,Mar-99,K02000001,United Kingdom,C,C : Manufacturing
532.4939,Mar-99,Mar-99,K02000001,United Kingdom,B,B : Mining and quarrying
64.8941,Mar-99,Mar-99,K02000001,United Kingdom,A,A : Agriculture
91.8945,Mar-99,Mar-99,K02000001,United Kingdom,F,F : Construction
65.7839,Mar-99,Mar-99,K02000001,United Kingdom,A--T,A-T : Monthly GDP
70.2399,Mar-99,Mar-99,K02000001,United Kingdom,Q,Q : Human health and social work activities
22.9495,Mar-99,Mar-99,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
81.9044,Mar-99,Mar-99,K02000001,United Kingdom,I,I : Accommodation and food service activities
